bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,DepthSum,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-F10.9_sub.fa.gz,F10,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F10.9_sub.fa.gz,bacteria_odb10,86.3,86.3,0.0,0.8,12.9,124,MEGAHIT-MetaBAT2Refined-F10.9_sub.fa.gz,94,94,64,50,26,4,1701872,1701872,1604934,1502717,1097501,347542,94,100127,1701872,26.06,30781,19027,18,35,0.0,1 + 0 part,38,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F10.9_sub.fa.gz,k__Bacteria (UID2329),174,149,89,0,148,1,0,0,0,100.0,1.12,0.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__JAGOWQ01;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__JAGOWQ01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,92.65,11.0,0.92236,
MEGAHIT-MaxBin2Refined-F1.002.fa.gz,F1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F1.002.fa.gz,bacteria_odb10,99.2,96.8,2.4,0.8,0.0,124,MEGAHIT-MaxBin2Refined-F1.002.fa.gz,361,361,232,143,43,4,4023620,4023620,3725642,3101453,1543005,238710,361,76121,4023620,66.88,18952,11014,65,136,0.0,0 + 2 part,60,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F1.002.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,4,403,13,0,0,0,98.74,3.75,23.08,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,GCF_004102025.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces qiguomingii,85.66,0.413,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_900098745.1; s__Actinomyces glycerinitolerans; 96.88; 89.1; 0.534; GCF_900002405.1; s__Actinomyces succiniciruminis; 95.0; 88.11; 0.502; GCF_030530635.1; s__Actinomyces sp030530635; 95.0; 88.03; 0.533; GCF_004798665.1; s__Actinomyces procaprae; 95.0; 86.93; 0.429; GCF_002154335.2; s__Actinomyces ruminis; 95.0; 85.75; 0.428; GCF_900103885.1; s__Actinomyces ruminicola; 95.0; 85.49; 0.451; GCF_009930875.1; s__Actinomyces sp009930875; 95.0; 84.99; 0.374,92.57,11.0,0.99073,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-F1.004_sub.fa.gz,F1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F1.004_sub.fa.gz,bacteria_odb10,91.9,91.9,0.0,0.8,7.3,124,MEGAHIT-MaxBin2Refined-F1.004_sub.fa.gz,382,382,170,75,8,0,2414849,2414849,1904043,1247201,242580,0,382,34001,2414849,30.53,10328,5411,72,153,0.0,1 + 0 part,15,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F1.004_sub.fa.gz,k__Bacteria (UID2329),174,149,89,3,142,4,0,0,0,97.75,3.93,25.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,93.72,11.0,0.91018,
MEGAHIT-MetaBAT2Refined-F1.10.fa.gz,F1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F1.10.fa.gz,bacteria_odb10,95.2,95.2,0.0,2.4,2.4,124,MEGAHIT-MetaBAT2Refined-F1.10.fa.gz,106,106,89,74,33,11,2627086,2627086,2575687,2460917,1786491,1066221,106,193050,2627086,61.21,34169,21250,18,42,0.0,0 + 0 part,17,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F1.10.fa.gz,p__Actinobacteria (UID1454),732,205,119,4,199,2,0,0,0,98.46,1.26,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,,,,,,GCA_015062745.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__Asp313 sp015062745,93.46,0.78,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003073475.1; s__Asp313 sp003073475; 95.0; 89.62; 0.664,94.42,11.0,0.99738,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-F1.4.fa.gz,F1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F1.4.fa.gz,bacteria_odb10,96.8,96.0,0.8,3.2,0.0,124,MEGAHIT-MetaBAT2Refined-F1.4.fa.gz,98,98,77,63,35,14,2261706,2261706,2196162,2092696,1624378,864892,98,95700,2261706,37.98,40886,21159,20,39,0.0,1 + 1 part,213,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F1.4.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,5,758,4,0,0,0,99.13,0.44,25.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,98.07,11.0,0.97275,
MEGAHIT-MetaBAT2Refined-F1.8.fa.gz,F1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F1.8.fa.gz,bacteria_odb10,87.9,86.3,1.6,8.9,3.2,124,MEGAHIT-MetaBAT2Refined-F1.8.fa.gz,356,356,198,89,20,0,2825283,2825283,2341169,1579083,577846,0,356,35287,2825283,68.58,10944,6140,74,158,0.0,0 + 1 part,15,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F1.8.fa.gz,o__Actinomycetales (UID1530),622,258,152,8,244,6,0,0,0,96.49,2.21,16.67,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,GCF_900289195.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,96.99,0.818,,,,,,,ani_screen,classification based on ANI only,GCF_000426605.1; s__Propionibacterium acid.fa.gzciens; 95.0; 85.44; 0.353; GCF_003666605.1; s__Propionibacterium australiense; 95.0; 89.54; 0.658,,,,
MEGAHIT-MetaBAT2Refined-F2.1.fa.gz,F2,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F2.1.fa.gz,bacteria_odb10,98.4,97.6,0.8,1.6,0.0,124,MEGAHIT-MetaBAT2Refined-F2.1.fa.gz,50,50,40,33,26,13,2137581,2137581,2110353,2064710,1938911,1474354,50,424048,2137581,37.65,76231,40751,7,16,0.0,1 + 2 part,35,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F2.1.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,758,5,0,0,0,99.36,0.25,40.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,96.64,11.0,0.97277,
MEGAHIT-MetaBAT2Refined-F2.4.fa.gz,F2,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F2.4.fa.gz,bacteria_odb10,94.4,94.4,0.0,2.4,3.2,124,MEGAHIT-MetaBAT2Refined-F2.4.fa.gz,104,104,83,69,33,9,2319334,2319334,2249951,2137203,1517560,633152,104,104706,2319334,65.64,34653,21031,22,43,0.0,0 + 0 part,16,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F2.4.fa.gz,p__Actinobacteria (UID1454),732,205,119,5,200,0,0,0,0,95.8,0.0,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,GCA_030530685.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp030530685,89.1,0.616,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,95.25,11.0,0.99453,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-F3.1.fa.gz,F3,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F3.1.fa.gz,bacteria_odb10,96.7,93.5,3.2,3.2,0.1,124,MEGAHIT-MetaBAT2Refined-F3.1.fa.gz,116,116,81,61,32,12,2219231,2219231,2120410,1983381,1533302,824394,116,127415,2219231,37.77,39008,21546,19,38,0.0,1 + 0 part,52,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F3.1.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,11,740,16,0,0,0,99.02,2.27,31.25,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,94.54,11.0,0.97267,
MEGAHIT-MetaBAT2Refined-F3.5.fa.gz,F3,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F3.5.fa.gz,bacteria_odb10,96.7,93.5,3.2,1.6,1.7,124,MEGAHIT-MetaBAT2Refined-F3.5.fa.gz,55,55,51,47,29,14,2007564,2007564,1995773,1958927,1659071,1118902,55,192241,2007564,46.76,53355,30500,12,24,0.0,2 + 0 part,25,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F3.5.fa.gz,o__Selenomonadales (UID1024),64,334,167,2,323,9,0,0,0,99.28,3.39,0.0,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,92.41,11.0,0.97039,
MEGAHIT-MetaBAT2Refined-F3.7.fa.gz,F3,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F3.7.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MetaBAT2Refined-F3.7.fa.gz,157,157,123,84,15,3,2218653,2218653,2112435,1832849,706867,327735,157,130440,2218653,41.72,18812,12516,34,70,0.0,0 + 0 part,19,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F3.7.fa.gz,o__Lactobacillales (UID544),293,475,267,5,466,4,0,0,0,98.41,1.0,100.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,GCF_003086355.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chenjunshii,96.75,0.833,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-F3.9.fa.gz,F3,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F3.9.fa.gz,bacteria_odb10,96.0,96.0,0.0,1.6,2.4,124,MEGAHIT-MetaBAT2Refined-F3.9.fa.gz,52,52,50,47,28,17,2218372,2218372,2211519,2190506,1855092,1426308,52,122427,2218372,44.56,67963,39588,12,23,0.0,1 + 0 part,52,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F3.9.fa.gz,c__Gammaproteobacteria (UID4387),965,277,177,8,268,1,0,0,0,97.74,0.19,100.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__,,,,,,GCA_000017245.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A succinogenes,86.16,0.61,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_014843355.1; s__Basfia_A sp014843355; 95.0; 86.7; 0.617,96.9,11.0,0.98925,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-F4.001.fa.gz,F4,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F4.001.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MaxBin2Refined-F4.001.fa.gz,64,64,34,28,22,17,2338033,2338033,2276746,2230843,2130988,1971668,64,301855,2338033,37.85,94758,74530,7,14,0.0,3 + 1 part,50,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F4.001.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,758,5,0,0,0,99.36,0.82,40.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,97.48,11.0,0.97268,
MEGAHIT-MetaBAT2Refined-F4.5.fa.gz,F4,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F4.5.fa.gz,bacteria_odb10,88.7,87.9,0.8,5.6,5.7,124,MEGAHIT-MetaBAT2Refined-F4.5.fa.gz,705,705,214,55,2,0,3235423,3235423,1871962,778198,63693,0,705,35043,3235423,70.43,5792,3326,167,351,0.0,0 + 0 part,9,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F4.5.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,33,381,6,0,0,0,91.41,1.51,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 85.09; 0.16; GCF_003606385.1; s__Actinomyces lilanjuaniae; 95.0; 84.95; 0.159,83.57,11.0,0.98051,
MEGAHIT-MaxBin2Refined-F5.001.fa.gz,F5,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F5.001.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MaxBin2Refined-F5.001.fa.gz,71,71,39,33,26,16,2342060,2342060,2269347,2221033,2108034,1708916,71,295623,2342060,37.82,80246,49091,8,17,0.0,6 + 1 part,84,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F5.001.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,762,1,0,0,0,99.36,0.02,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,98.31,11.0,0.97269,
MEGAHIT-MaxBin2Refined-F5.002.fa.gz,F5,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F5.002.fa.gz,bacteria_odb10,96.8,96.8,0.0,3.2,0.0,124,MEGAHIT-MaxBin2Refined-F5.002.fa.gz,116,116,83,74,37,18,2727530,2727530,2659696,2594617,2017106,1334390,116,125237,2727530,47.96,46486,22719,19,39,0.0,2 + 0 part,28,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F5.002.fa.gz,c__Gammaproteobacteria (UID4387),965,277,177,1,275,1,0,0,0,99.96,0.56,100.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,96.88,11.0,0.95599,
MEGAHIT-MaxBin2Refined-F5.003.fa.gz,F5,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F5.003.fa.gz,bacteria_odb10,90.3,90.3,0.0,5.6,4.1,124,MEGAHIT-MaxBin2Refined-F5.003.fa.gz,673,673,232,82,10,1,3605768,3605768,2502493,1465516,382661,63116,673,63116,3605768,70.36,8120,4212,120,277,0.0,0 + 2 part,20,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F5.003.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,14,390,16,0,0,0,95.44,3.3,37.5,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 84.2; 0.171; GCF_003606385.1; s__Actinomyces lilanjuaniae; 95.0; 83.93; 0.168,87.96,11.0,0.98052,
MEGAHIT-MaxBin2Refined-F5.004.fa.gz,F5,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F5.004.fa.gz,bacteria_odb10,93.5,93.5,0.0,1.6,4.9,124,MEGAHIT-MaxBin2Refined-F5.004.fa.gz,306,306,141,82,11,3,2371947,2371947,1965921,1546773,434733,178511,306,67873,2371947,30.25,13373,6865,52,110,0.0,1 + 0 part,16,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F5.004.fa.gz,k__Bacteria (UID2329),174,149,89,1,145,3,0,0,0,98.88,2.62,0.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,94.82,11.0,0.90962,
MEGAHIT-MetaBAT2Refined-F6.2_sub.fa.gz,F6,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F6.2_sub.fa.gz,bacteria_odb10,89.5,89.5,0.0,8.1,2.4,124,MEGAHIT-MetaBAT2Refined-F6.2_sub.fa.gz,227,227,131,69,10,1,1985415,1985415,1703097,1261440,380102,56449,227,56449,1985415,37.59,13808,7323,46,96,0.0,0 + 0 part,14,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F6.2_sub.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,36,724,7,0,0,0,94.88,0.68,42.86,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,90.69,11.0,0.97277,
MEGAHIT-MetaBAT2Refined-F6.5.fa.gz,F6,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F6.5.fa.gz,bacteria_odb10,96.0,94.4,1.6,2.4,1.6,124,MEGAHIT-MetaBAT2Refined-F6.5.fa.gz,441,441,229,116,24,3,3690397,3690397,3078904,2276925,856072,208489,441,100586,3690397,70.46,13490,6764,79,176,0.0,0 + 1 part,28,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F6.5.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,11,399,10,0,0,0,96.13,2.43,20.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003606385.1; s__Actinomyces lilanjuaniae; 95.0; 83.25; 0.181; GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 83.23; 0.18,89.75,11.0,0.97995,
MEGAHIT-MaxBin2Refined-F7.001.fa.gz,F7,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F7.001.fa.gz,bacteria_odb10,100.0,100.0,0.0,0.0,0.0,124,MEGAHIT-MaxBin2Refined-F7.001.fa.gz,108,108,75,62,47,24,3551954,3551954,3479428,3392674,3134712,2225712,108,262048,3551954,61.99,62389,40247,17,34,0.0,0 + 1 part,101,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F7.001.fa.gz,p__Proteobacteria (UID3887),1487,259,162,3,255,1,0,0,0,98.15,0.62,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,98.25,11.0,0.96733,
MEGAHIT-MaxBin2Refined-F7.002.fa.gz,F7,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F7.002.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MaxBin2Refined-F7.002.fa.gz,118,118,61,43,27,13,2425142,2425142,2284036,2153852,1898787,1364802,118,193316,2425142,37.88,66899,32144,11,25,0.0,4 + 0 part,53,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F7.002.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,5,756,6,0,0,0,99.13,0.75,66.67,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,98.31,11.0,0.97267,
